Q2a,Q2b,Q87a,Q87b,Q87c,Q87d,Q87e,Q90a,Q90b,Q90c,Q90f
2,48,1,2,2,1,2,1,1,4,1
1,60,2,1,1,2,2,1,2,4,1
1,48,3,2,3,3,3,1,2,2,1
2,26,1,1,1,1,1,1,1,3,1
2,57,1,1,1,2,2,1,2,4,5
1,59,4,5,5,5,5,3,3,5,1
1,58,3,3,3,3,3,2,2,4,1
2,34,1,3,3,3,3,1,3,3,1
2,47,2,3,2,2,3,1,1,1,1
2,49,3,3,4,3,4,2,2,2,1
1,40,2,2,2,2,3,3,2,2,1
2,35,2,3,2,2,4,2,3,2,1
2,44,3,3,3,3,2,3,4,3,1
1,40,2,3,2,2,3,2,1,1,1
2,25,1,1,2,2,2,3,2,2,2
1,35,2,3,2,3,3,2,3,3,1
2,62,2,4,2,4,2,3,2,4,3
1,52,2,2,3,4,3,2,2,4,1
1,37,3,4,2,5,5,3,2,4,1
1,40,3,2,4,4,3,2,2,2,1
2,24,1,3,3,3,3,1,2,4,1
1,59,3,3,3,3,2,3,2,4,1
1,48,2,3,3,3,4,2,3,5,1
2,50,3,4,2,3,3,2,1,4,1
2,50,4,-999,-999,4,-999,3,3,4,1
1,52,3,2,4,4,4,4,3,4,1
1,41,1,2,1,2,1,2,1,1,1
1,49,1,2,2,2,2,2,1,2,1
2,26,2,1,1,2,1,1,1,1,1
2,34,1,1,1,2,1,1,1,1,1
1,53,1,2,1,2,2,2,1,1,2
1,48,1,1,1,2,1,1,1,1,1
1,50,1,1,1,1,1,1,1,1,1
2,47,1,1,1,1,1,1,1,1,1
1,48,1,1,1,1,1,1,1,1,1
2,35,1,1,1,1,1,5,5,5,5
2,38,2,2,2,2,1,2,2,2,1
1,48,2,2,2,2,1,2,1,2,1
1,57,3,2,3,3,2,3,3,1,1
2,35,2,2,2,2,2,2,2,2,1
2,48,2,2,2,2,2,2,2,2,1
2,53,2,2,2,2,2,3,3,3,2
1,40,2,3,2,2,3,3,3,2,2
2,53,2,2,3,3,2,3,2,2,1
2,39,2,2,2,2,2,2,2,2,2
1,40,2,2,2,2,2,2,2,2,1
1,44,1,1,1,1,1,1,1,4,1
2,62,3,2,2,3,2,3,3,3,1
1,55,2,2,2,2,2,2,2,4,1
2,22,1,1,1,1,1,1,1,4,1
2,37,2,2,2,2,2,3,3,4,1
2,58,2,1,1,2,2,3,3,4,1
1,55,3,3,3,3,3,3,3,4,1
1,51,3,3,3,3,3,3,3,3,1
2,63,4,3,3,4,3,3,4,3,1
2,38,1,1,1,1,1,1,2,3,1
1,57,3,3,3,3,3,3,3,4,1
2,55,3,4,3,3,2,3,3,2,1
1,55,2,2,2,2,2,3,3,3,2
1,35,2,3,3,3,3,3,2,3,2
2,40,1,1,1,1,4,2,3,2,1
1,21,1,2,1,5,5,3,3,2,3
1,36,2,1,1,1,1,1,1,1,1
2,53,2,3,2,3,4,2,3,3,1
2,50,5,3,3,3,3,2,2,2,1
1,38,4,3,5,1,2,3,3,3,1
2,39,2,3,3,3,3,2,4,2,1
2,27,3,3,3,3,3,3,3,2,1
1,35,3,3,3,3,2,2,2,2,1
1,35,3,3,3,3,2,3,3,3,1
2,37,3,3,3,3,3,3,3,2,2
2,32,2,3,3,3,3,2,2,1,2
2,49,2,2,2,2,4,1,1,2,1
2,45,2,3,2,3,4,2,1,1,1
1,38,1,2,2,2,2,3,2,3,3
1,25,2,2,2,2,2,3,3,2,3
2,53,1,2,1,2,2,1,2,2,2
2,40,2,3,2,2,3,2,2,1,1
1,47,3,3,2,2,3,2,1,1,2
2,35,3,2,3,2,3,2,1,2,1
1,30,1,5,4,4,3,1,2,4,1
2,52,2,2,2,2,2,2,2,2,2
2,28,1,1,1,1,1,1,1,3,1
2,52,2,2,2,2,2,1,1,1,1
2,52,2,2,2,2,2,2,2,2,1
2,37,1,1,1,1,1,2,1,1,1
1,38,3,3,1,3,3,3,2,3,3
1,47,1,1,1,1,1,1,1,3,1
1,45,1,1,1,1,1,1,1,1,2
2,35,1,1,1,1,2,2,1,2,1
2,42,2,1,2,1,1,1,1,3,1
1,44,2,2,1,2,2,1,2,3,2
2,46,2,1,1,1,2,1,1,3,1
1,47,1,1,1,1,1,2,1,1,1
1,57,1,1,1,1,3,1,1,3,1
2,45,2,3,2,2,2,3,2,2,2
2,44,2,3,3,3,3,2,2,2,1
2,54,2,2,2,2,5,-999,3,2,1
2,34,2,3,2,2,2,2,2,2,1
2,42,3,4,3,2,3,3,3,2,1
2,39,2,3,3,3,3,2,2,2,1
1,43,3,3,3,3,3,3,3,3,1
1,38,2,2,2,2,2,3,3,2,1
2,45,2,2,2,2,5,3,3,2,1
2,48,2,2,2,2,5,3,3,2,1
1,47,1,1,1,1,1,1,1,1,1
2,50,2,3,5,5,4,2,3,1,1
2,40,2,2,2,2,2,1,1,1,1
2,63,2,2,2,2,2,2,2,2,1
2,40,4,4,3,3,4,4,4,3,2
1,27,4,5,5,5,5,3,3,1,1
2,48,2,3,2,2,2,2,1,1,1
1,60,5,5,5,5,5,3,2,4,1
2,35,1,2,2,1,1,1,1,1,1
1,40,1,1,1,1,1,1,1,1,1
2,33,2,2,2,2,2,2,1,1,1
2,65,3,3,3,3,3,3,3,3,1
1,71,3,3,3,3,3,1,2,3,2
1,38,1,1,1,1,2,1,2,3,1
1,57,1,1,1,1,1,1,1,3,1
1,52,2,2,2,3,2,2,3,4,1
1,70,3,3,3,3,3,3,3,3,3
2,46,2,2,2,2,2,1,1,2,1
1,66,1,2,3,3,2,2,2,4,2
1,87,2,2,2,2,2,1,2,3,2
1,63,2,2,2,2,2,3,2,3,1
1,47,2,1,2,2,2,2,1,3,1
1,24,1,1,1,1,1,1,1,3,1
2,53,2,1,2,2,1,1,1,2,1
1,54,2,3,4,3,3,3,3,3,2
1,41,2,1,2,2,2,2,2,3,1
1,-999,1,2,1,1,2,1,1,2,1
2,51,5,2,4,5,5,-999,2,4,1
1,49,5,4,2,5,-999,3,2,3,1
1,61,3,5,1,5,5,4,3,4,1
2,24,2,5,5,4,5,1,-999,5,1
1,32,5,5,1,5,5,1,4,4,4
2,56,3,3,4,4,4,3,2,4,1
1,48,1,-999,-999,4,-999,1,3,3,-999
1,70,5,-999,6,6,3,4,2,4,1
2,28,1,1,5,5,-999,2,2,4,1
2,60,5,3,4,4,5,4,3,5,1
1,49,1,1,1,1,1,1,1,3,1
2,55,1,2,2,2,3,2,2,3,2
2,53,1,1,2,1,2,2,1,3,2
1,57,1,1,1,1,2,1,1,3,1
2,41,2,2,2,3,1,2,1,3,2
2,36,1,2,1,2,2,1,2,3,1
2,34,2,1,1,1,2,2,1,3,1
1,47,2,1,1,1,1,2,2,5,2
1,-999,2,2,2,2,2,2,2,2,1
2,58,3,4,3,4,4,3,3,2,1
1,40,3,4,4,4,3,3,3,3,2
2,45,3,3,2,2,3,2,2,2,1
2,39,4,4,3,3,3,3,2,2,1
2,63,2,2,2,2,2,1,2,2,1
1,64,5,5,5,3,5,2,2,2,1
2,37,2,2,2,2,2,2,1,1,1
2,55,3,3,3,3,4,3,3,1,1
2,29,2,2,2,2,2,2,1,2,1
2,39,5,5,5,5,5,1,1,1,1
2,44,2,2,2,2,1,1,1,1,1
2,47,2,2,2,3,2,3,1,1,1
2,34,2,2,5,5,2,2,2,2,1
1,55,2,2,2,2,2,2,2,2,1
1,39,4,6,2,2,3,2,2,1,1
1,30,1,1,1,1,1,1,1,1,1
1,39,4,3,2,3,2,2,2,2,1
1,40,3,3,2,2,2,2,2,1,1
2,52,1,1,1,1,3,1,2,1,1
2,35,2,2,2,2,2,1,1,1,1
2,25,2,2,2,2,2,1,1,1,1
1,69,2,2,1,2,1,2,2,2,1
2,39,2,2,3,3,2,1,1,1,1
1,33,4,4,4,3,3,1,3,4,1
1,49,3,2,2,2,2,2,3,3,1
2,58,2,2,1,1,1,1,1,1,1
2,59,-999,-999,-999,-999,-999,5,4,3,1
2,64,2,2,3,5,1,1,1,4,1
1,61,2,4,4,4,5,1,3,5,3
2,54,2,2,4,4,2,3,1,4,1
1,18,3,2,3,2,5,1,3,4,1
2,64,3,4,3,4,4,4,4,4,1
2,42,3,2,3,3,4,3,2,4,1
1,48,4,2,2,4,4,1,3,4,1
1,45,2,-999,-999,-999,-999,1,-999,4,1
2,51,-999,4,-999,4,4,4,3,4,2
2,51,5,4,3,4,4,4,4,3,1
1,46,-999,2,-999,-999,-999,-999,1,4,1
1,35,-999,2,-999,-999,-999,-999,2,-999,-999
1,61,-999,2,-999,-999,-999,1,1,5,1
1,39,2,-999,-999,-999,-999,3,-999,-999,-999
2,50,2,6,6,6,6,1,5,5,5
1,68,2,2,2,2,2,3,3,3,3
1,48,2,2,2,4,6,5,2,5,1
1,56,-999,6,2,-999,6,-999,2,-999,1
2,56,-999,5,3,-999,-999,3,2,4,1
2,38,-999,3,-999,-999,-999,2,-999,-999,-999
1,29,-999,2,-999,-999,-999,1,3,5,1
2,42,-999,2,2,-999,-999,2,2,2,1
1,56,2,2,2,3,3,2,4,1,1
2,74,3,5,5,3,4,3,3,2,1
2,47,2,2,2,2,2,1,2,1,1
2,46,5,5,4,5,4,3,4,3,1
1,51,2,2,2,2,3,2,1,1,1
1,30,2,1,1,2,2,2,3,1,1
1,19,2,1,1,2,4,2,3,2,1
2,58,2,2,2,6,3,3,3,3,2
2,40,2,3,3,3,3,3,2,3,3
2,67,2,2,3,3,3,3,2,2,2
1,27,2,1,2,2,2,2,2,3,2
1,22,2,5,2,5,5,3,2,3,3
1,40,3,3,3,3,3,3,2,2,2
2,53,3,2,3,3,3,3,1,3,2
1,20,2,1,3,2,2,2,2,2,2
2,58,3,2,3,3,3,3,2,3,2
2,70,5,5,3,5,5,4,2,4,1
1,40,2,2,2,3,2,1,1,2,2
1,53,1,1,2,2,2,2,2,3,1
1,60,1,1,1,1,1,1,1,3,1
2,35,1,1,1,1,1,1,1,3,1
1,50,1,1,1,1,1,2,1,2,2
2,50,2,3,1,2,1,2,2,3,1
1,67,2,1,2,2,2,1,2,4,1
1,44,2,1,2,1,2,2,1,3,1
2,47,2,2,2,2,2,1,1,1,1
1,47,2,2,2,2,2,3,3,1,1
2,59,3,5,3,3,5,3,4,2,1
2,40,2,2,3,3,1,3,2,1,1
1,50,2,2,1,2,3,2,3,1,1
2,36,2,2,1,1,1,3,3,3,1
1,32,1,2,1,2,2,2,1,1,1
2,58,2,2,2,2,2,2,2,2,1
2,65,2,2,3,2,2,1,2,1,1
1,60,3,3,2,5,2,2,1,1,1
1,53,1,2,1,1,1,1,1,1,1
1,43,1,1,1,1,1,1,1,1,1
2,41,1,1,1,2,1,1,1,1,1
1,34,1,1,1,1,1,1,1,1,1
1,41,6,1,1,1,1,1,1,1,1
1,55,2,2,2,2,1,2,1,1,1
2,55,1,2,2,2,1,2,2,3,1
1,42,2,1,1,2,2,2,2,4,2
1,47,-999,2,2,3,2,2,2,2,1
2,39,4,4,4,6,3,3,3,5,2
2,40,2,1,2,1,2,2,1,2,1
2,33,2,1,2,2,2,2,3,4,1
2,42,2,1,1,1,2,1,2,4,1
2,50,2,3,2,2,2,2,2,1,1
1,34,2,1,2,1,1,4,2,4,1
1,44,3,2,3,2,3,2,3,4,1
2,65,2,2,2,2,1,1,1,1,1
1,47,2,2,2,2,1,3,1,1,1
2,37,4,3,4,3,2,2,2,1,1
1,50,3,4,2,4,2,2,2,1,2
2,46,1,1,1,1,1,1,1,2,1
2,57,2,1,1,1,3,3,2,3,2
2,31,4,5,4,6,6,4,3,3,1
2,32,2,2,2,2,2,2,2,2,2
2,27,1,1,1,2,1,3,3,3,1
1,48,2,2,2,4,4,2,2,1,1
1,36,2,2,2,2,2,3,3,3,2
2,51,2,2,2,6,2,1,1,1,1
2,40,2,4,2,4,2,2,1,1,1
1,48,1,2,2,4,1,1,1,1,1
1,43,1,1,1,1,1,1,2,2,1
1,53,1,1,1,1,1,3,1,1,3
1,27,2,2,2,2,2,1,4,1,1
1,38,1,1,1,1,1,1,2,1,1
1,33,1,1,1,1,1,1,1,3,1
2,36,2,6,2,6,2,3,4,4,1
2,50,4,5,2,5,1,3,3,2,1
1,39,1,2,2,3,1,1,1,1,1
2,53,4,2,4,2,4,2,4,2,2
2,35,2,2,2,2,2,2,2,2,2
2,57,4,3,4,5,3,3,3,2,1
2,40,3,2,2,2,3,2,2,3,2
2,26,1,1,1,1,2,1,1,1,2
2,28,3,3,2,2,3,3,3,3,2
2,45,2,2,2,2,2,2,2,1,1
1,50,1,2,2,2,2,1,1,1,1
2,30,5,5,5,5,1,3,3,3,1
1,50,3,3,2,3,3,4,4,4,3
1,50,3,5,6,6,2,5,4,4,2
2,17,1,1,1,1,1,1,1,1,1
2,45,2,2,4,5,1,3,3,3,1
2,43,1,1,1,1,1,1,1,1,1
1,55,3,3,4,4,4,3,4,3,2
2,29,2,4,2,2,2,2,2,2,1
1,34,2,2,3,3,2,2,2,4,1
2,48,4,4,2,3,2,2,4,3,1
1,39,1,1,1,1,1,1,1,1,1
1,46,1,4,1,3,1,1,1,3,1
2,44,2,3,2,2,2,2,1,1,1
1,42,3,4,3,4,3,2,2,2,1
2,53,3,3,3,3,3,4,4,2,3
1,34,2,4,3,3,2,2,2,2,1
2,22,3,4,3,4,3,1,1,2,1
1,34,2,2,2,2,2,2,2,3,2
1,60,2,2,3,3,2,2,3,4,2
2,55,2,2,2,3,2,1,1,2,1
1,37,2,2,2,3,1,2,2,3,1
1,34,2,2,2,3,1,2,3,4,2
1,67,1,1,1,1,1,1,1,1,1
2,43,5,5,4,5,1,3,3,4,2
1,37,1,1,1,3,1,2,1,3,1
2,52,2,3,2,3,3,2,2,3,1
2,45,1,2,2,2,1,2,2,3,1
1,33,2,2,2,2,2,2,2,3,2
2,24,3,3,3,3,3,2,2,2,2
2,32,4,4,5,4,2,2,1,3,1
2,34,3,4,3,4,3,3,3,3,2
2,43,2,4,3,4,2,3,3,3,2
1,37,2,2,2,2,2,2,3,3,2
1,49,4,3,3,3,3,4,4,3,2
1,46,3,3,2,3,3,2,2,2,1
2,64,4,3,6,6,5,4,3,5,2
2,34,4,5,4,6,3,3,3,2,2
2,51,2,3,4,4,2,2,1,1,1
2,26,3,2,2,2,2,2,1,1,2
2,41,4,4,4,4,4,3,4,4,2
2,37,3,3,4,4,4,3,4,4,1
1,29,2,5,2,5,2,2,3,2,2
1,34,5,5,5,5,5,1,4,3,1
2,42,2,3,3,5,5,2,1,3,2
2,50,2,2,2,2,2,3,2,3,3
2,25,2,2,2,2,2,1,1,1,1
2,44,2,2,2,3,2,3,3,1,2
2,55,3,4,3,5,2,3,4,4,1
2,30,2,2,2,2,1,1,1,2,1
1,32,2,2,2,2,2,1,1,3,2
2,34,1,2,2,2,1,2,2,4,2
1,36,2,2,3,2,2,2,2,4,2
2,33,2,3,2,4,1,1,1,2,1
1,54,2,4,2,2,1,2,3,2,1
1,32,2,3,2,4,1,3,4,5,3
2,44,2,4,2,4,1,2,2,1,1
1,34,1,4,2,4,1,1,2,2,1
2,30,1,2,1,2,1,2,2,3,1
1,37,1,1,1,3,1,2,3,3,1
1,29,4,4,4,4,4,4,4,4,2
2,40,1,1,1,1,1,1,3,1,1
2,47,2,2,1,1,1,1,2,3,1
1,42,2,2,1,1,1,1,1,1,1
2,52,2,2,2,1,1,2,3,3,1
2,50,1,6,1,2,1,1,4,1,1
2,35,1,1,1,1,1,2,2,3,1
2,61,2,2,3,4,4,2,2,2,2
2,31,2,4,4,4,2,2,1,3,2
1,22,1,1,1,6,1,1,3,3,1
2,49,1,1,2,1,1,1,2,1,1
2,48,1,1,1,1,1,1,5,3,1
2,52,5,2,4,2,5,3,3,1,1
1,57,2,2,2,2,2,2,1,3,1
2,25,1,1,1,1,1,1,1,1,1
1,48,1,1,4,6,1,1,1,1,1
2,55,1,1,3,6,1,1,5,2,1
2,52,1,2,2,2,1,2,1,5,1
1,52,1,1,1,1,1,1,1,1,1
1,58,3,3,3,3,3,2,2,2,2
1,47,2,2,2,2,2,1,1,1,2
2,51,3,4,4,4,3,3,1,2,2
1,49,3,3,3,4,4,2,2,2,2
1,50,2,2,2,2,2,2,2,2,5
1,59,2,2,2,2,2,1,1,3,2
2,34,2,5,2,5,1,3,1,1,1
2,25,2,2,2,3,1,1,1,1,1
1,31,5,6,2,5,1,4,4,1,1
2,51,3,3,3,3,4,2,4,1,1
1,51,3,3,2,3,2,1,2,1,1
1,42,2,3,2,3,4,2,2,2,2
1,50,2,2,2,4,2,1,3,2,2
2,49,3,3,3,3,3,2,2,2,2
1,40,2,2,2,2,2,2,2,2,2
2,41,2,2,2,2,2,1,2,1,1
1,41,3,3,3,3,3,2,3,2,2
2,40,1,3,3,2,1,1,2,1,1
2,39,3,3,3,3,3,2,2,2,3
2,36,2,2,3,2,2,2,4,2,1
1,50,2,3,3,3,3,4,4,4,2
1,56,3,4,4,4,3,3,3,4,2
1,53,4,4,4,4,4,3,3,2,2
1,54,3,3,3,3,3,3,4,3,2
1,45,2,2,2,2,2,2,2,2,2
1,41,2,2,2,3,2,3,3,3,2
1,59,2,2,2,2,2,2,2,3,2
2,36,3,3,3,3,3,2,1,1,2
2,66,2,2,2,2,2,2,1,1,1
1,38,2,4,2,4,2,2,3,4,1
2,35,2,2,2,3,3,2,2,2,2
1,29,2,2,2,2,2,1,2,3,1
1,27,1,1,1,1,1,1,1,3,1
1,45,1,6,6,6,1,1,1,1,1
2,44,3,6,3,1,1,1,1,1,1
2,40,1,1,1,3,1,1,5,4,1
2,33,1,1,1,1,1,1,1,1,1
1,44,6,6,5,3,2,4,5,5,1
1,38,1,1,1,1,1,1,1,1,1
1,50,3,1,1,3,1,1,1,1,1
1,63,1,1,1,1,1,1,1,1,1
2,49,3,2,3,6,2,3,3,2,1
1,64,1,1,1,1,1,1,1,1,1
1,45,1,1,1,1,1,1,1,1,1
1,32,5,6,6,6,5,5,2,5,1
2,56,1,1,1,3,1,1,2,3,1
2,62,4,1,1,1,1,1,1,1,1
1,24,5,5,2,3,5,2,5,5,1
1,59,1,1,1,1,1,1,1,1,1
1,56,1,1,1,1,1,1,1,1,1
2,32,6,6,6,6,1,1,1,1,1
1,32,1,1,1,2,1,2,5,1,1
1,26,1,1,1,1,1,1,1,1,1
1,53,1,1,1,1,1,1,1,1,1
2,26,1,3,1,3,3,3,2,3,1
2,25,6,6,6,6,6,1,1,1,1
1,54,2,2,2,2,2,2,2,2,2
2,58,3,3,3,3,1,3,3,5,2
2,42,2,2,2,6,2,1,1,1,1
2,33,2,2,2,2,2,3,5,1,1
2,42,2,2,2,2,2,1,1,2,1
2,51,2,6,1,6,2,1,5,1,1
2,45,3,4,3,4,2,3,1,1,1
1,54,2,3,1,3,4,4,1,1,1
1,50,4,2,3,2,1,3,2,2,2
1,36,3,2,2,2,2,2,2,2,1
1,37,2,2,2,2,2,1,2,2,1
1,40,2,3,2,2,1,2,3,3,2
2,50,1,3,2,4,1,2,4,2,1
1,42,2,2,2,1,1,1,2,2,1
1,42,1,1,1,1,1,1,1,3,1
1,31,2,3,2,1,1,1,1,2,1
2,42,1,2,1,2,1,2,4,2,2
2,45,2,1,1,1,2,1,1,2,1
1,45,2,1,2,1,2,1,1,1,1
1,38,1,1,1,1,1,1,2,1,1
2,54,2,2,2,3,1,2,1,2,2
1,40,1,2,1,2,2,2,2,2,1
2,44,1,2,2,2,2,2,2,3,1
2,33,1,1,2,1,1,1,1,3,1
1,37,1,1,1,2,2,1,1,1,1
2,37,2,1,1,2,1,2,1,3,1
1,34,1,1,1,1,1,2,2,1,1
1,53,3,3,3,3,2,2,1,2,1
1,26,2,3,2,2,2,2,2,3,1
2,56,2,2,2,2,2,1,1,1,1
1,37,2,3,2,2,2,2,1,1,1
1,38,2,3,2,2,2,2,1,3,1
1,38,2,3,3,2,3,2,2,2,1
1,46,2,2,2,3,2,2,2,3,1
1,43,2,2,2,2,2,2,1,2,1
1,38,2,2,2,2,1,2,2,3,1
2,34,1,3,2,2,1,1,1,1,1
1,59,2,2,2,2,3,2,1,3,1
2,53,2,2,2,2,1,1,1,2,1
1,49,2,2,2,2,2,1,1,2,1
1,54,2,2,2,3,2,2,2,2,2
1,26,2,2,2,2,2,2,2,2,1
1,44,2,2,2,2,2,2,2,2,2
2,35,1,2,2,2,2,2,1,2,1
1,37,2,2,2,3,2,2,2,2,1
1,42,2,2,2,2,2,3,2,3,2
2,38,2,2,2,2,2,2,1,2,1
1,32,3,3,2,3,2,3,2,3,2
2,49,2,2,2,2,2,2,1,2,1
1,49,4,4,4,4,3,3,1,2,1
1,24,2,3,1,2,1,2,1,1,1
1,42,2,4,2,4,2,2,3,1,1
2,30,2,3,2,4,2,2,2,1,1
1,26,1,1,1,1,1,1,1,1,1
2,55,2,3,3,3,2,2,2,3,2
1,34,1,2,2,1,2,1,2,2,1
2,47,2,3,2,2,3,2,2,2,1
2,44,5,5,4,5,5,3,2,2,2
1,34,1,1,1,1,1,1,1,1,1
1,49,2,4,2,2,2,2,2,3,1
1,41,2,2,2,2,2,1,1,3,1
1,38,3,2,3,3,2,2,2,3,1
2,44,2,2,2,2,2,2,1,2,1
2,44,3,3,2,3,3,2,2,2,1
2,44,2,3,2,3,2,2,1,2,1
1,56,3,5,2,2,2,1,1,3,1
1,38,2,2,2,2,2,2,2,2,1
1,59,2,2,2,2,2,1,1,2,1
1,49,2,3,2,2,2,2,2,1,1
1,39,1,2,2,2,1,2,1,2,1
2,42,3,4,2,2,2,2,1,2,1
2,44,2,2,2,2,2,2,1,2,1
2,52,3,3,3,3,2,3,3,3,2
2,33,2,2,2,2,2,2,2,3,2
2,53,2,2,2,2,2,2,2,2,2
1,49,4,4,4,4,4,2,2,2,2
1,62,2,2,2,2,2,1,1,3,1
2,44,1,1,2,2,2,2,2,2,1
2,49,1,2,2,2,1,1,1,2,2
1,52,1,1,1,2,1,1,2,1,1
1,27,3,3,3,3,3,3,3,3,2
2,42,2,2,1,1,2,2,1,2,2
2,44,1,1,1,1,1,1,1,1,1
2,51,1,1,1,1,1,1,1,1,1
2,42,1,1,1,1,1,2,1,3,2
2,55,1,2,2,2,1,1,1,1,1
1,40,1,1,1,2,1,1,1,1,1
1,28,1,1,1,1,1,1,3,2,1
1,48,5,5,5,5,5,4,4,3,3
2,35,3,3,3,2,2,3,5,4,2
2,30,1,1,1,1,1,2,1,1,1
1,45,1,1,1,2,1,1,2,1,1
2,33,1,2,1,2,1,1,2,2,1
1,36,2,1,2,3,2,5,5,5,5
2,34,2,5,2,5,2,2,3,3,1
2,32,1,1,1,1,2,2,3,3,1
2,45,2,2,1,1,1,1,2,4,1
2,48,1,1,1,1,1,1,2,2,1
1,39,1,1,1,1,1,1,1,1,1
2,52,2,2,2,2,2,2,3,1,1
1,62,2,3,3,3,2,1,1,2,1
2,20,1,2,3,1,1,4,2,3,2
2,51,5,6,6,6,5,5,2,2,1
2,34,2,2,3,3,2,2,3,3,2
2,51,3,2,2,3,2,1,1,2,2
2,49,3,3,3,2,2,2,2,2,2
1,40,3,3,3,2,2,2,3,2,3
1,29,1,1,2,2,2,2,2,2,2
2,44,4,4,4,5,4,5,4,5,2
1,17,2,2,1,1,1,2,1,3,1
2,44,2,3,3,2,2,3,2,3,1
1,45,2,2,2,2,2,2,2,2,2
1,46,5,6,4,5,4,3,4,3,2
1,28,2,2,2,2,1,2,3,3,1
1,39,1,1,1,1,1,2,1,1,1
2,34,2,2,2,2,2,2,3,3,2
1,31,1,5,1,5,3,2,5,1,2
2,34,1,1,1,1,2,1,1,1,2
1,40,2,2,1,2,1,1,1,2,1
1,54,1,2,2,2,1,1,1,2,1
2,30,2,2,2,2,2,2,2,3,2
2,52,1,1,1,1,1,1,1,1,1
2,49,2,2,3,3,2,3,4,3,2
1,27,2,3,2,2,1,2,3,3,3
2,49,3,4,3,3,3,2,4,3,1
1,27,2,1,3,3,1,1,1,1,1
2,52,2,2,2,3,3,2,2,2,1
2,26,2,2,2,2,1,2,1,1,1
1,49,2,1,2,2,-999,3,2,2,1
2,41,1,2,2,2,2,2,2,1,2
2,30,2,4,1,2,2,1,1,1,1
1,27,3,4,3,3,3,2,2,2,3
1,37,1,1,1,1,1,1,1,1,2
2,38,2,3,3,5,2,2,1,2,1
1,42,1,1,1,2,3,1,1,1,1
2,48,2,3,2,2,2,2,2,2,2
2,36,2,2,2,3,2,3,3,3,1
1,47,2,2,2,2,2,1,1,2,1
1,24,1,1,1,2,2,2,1,2,1
2,50,2,2,3,3,2,2,2,3,1
2,64,2,2,2,2,2,3,4,3,2
1,57,1,1,1,1,3,2,1,2,1
2,59,5,1,3,2,2,2,1,3,2
1,54,1,2,1,2,1,1,1,1,1
1,42,2,2,2,2,2,2,2,4,1
2,39,2,3,2,3,2,3,2,2,1
1,29,1,2,2,1,1,2,3,2,2
2,41,2,2,2,2,2,2,3,2,1
2,39,2,2,2,2,1,2,1,1,1
1,40,2,2,2,2,2,2,2,3,2
1,19,2,3,2,3,3,3,3,3,2
1,69,2,3,3,3,2,1,1,1,1
1,42,3,2,3,2,3,2,3,2,3
1,38,2,3,3,2,3,2,4,3,2
1,42,6,3,4,6,2,1,3,3,3
1,42,2,4,2,3,3,2,3,1,2
1,25,4,4,2,3,3,3,2,2,3
1,37,3,3,4,4,3,3,3,3,2
1,28,2,2,2,2,2,2,2,2,1
2,40,2,3,2,3,2,2,2,3,2
2,39,2,2,2,3,2,2,2,2,2
1,54,2,3,3,4,2,3,3,3,1
2,53,2,3,2,3,2,2,1,3,1
1,53,2,3,3,3,2,3,3,3,2
2,61,2,2,2,6,2,1,1,2,1
1,32,3,2,2,2,1,2,1,3,1
2,24,1,1,1,1,1,2,1,2,2
2,27,2,2,2,2,2,3,3,2,3
2,59,2,3,3,1,2,2,4,3,2
2,63,2,2,2,1,1,1,1,1,1
2,36,4,4,3,3,3,3,4,3,2
2,55,3,3,3,4,2,3,3,3,2
2,30,2,2,3,3,1,2,1,2,2
1,48,1,2,2,2,1,2,2,2,2
2,21,1,1,1,1,1,1,1,3,1
2,30,6,6,6,6,6,4,5,4,1
1,41,1,1,1,1,1,1,1,1,3
2,37,3,4,3,6,2,2,1,2,1
1,52,1,1,1,2,1,2,2,2,1
2,30,3,3,3,3,1,3,5,5,1
1,26,2,3,1,2,1,2,2,1,1
2,44,2,2,2,5,2,1,1,1,1
1,33,2,2,2,2,2,2,3,2,2
1,44,2,2,2,3,2,1,1,1,2
1,36,1,1,1,1,1,2,2,2,2
1,23,1,1,1,3,1,1,1,1,1
1,56,4,3,4,5,3,4,2,2,4
1,43,1,2,1,2,1,1,1,1,1
2,42,2,4,2,2,3,2,3,3,2
2,35,1,2,1,2,1,1,1,3,1
2,38,2,2,3,1,2,1,1,1,1
1,44,2,4,2,4,2,3,2,3,1
1,47,2,2,2,2,2,1,1,1,1
2,39,1,1,1,1,1,1,1,1,1
2,45,1,1,1,1,1,3,3,2,1
1,41,1,1,1,4,1,2,2,3,1
2,27,1,1,1,1,1,3,1,1,1
1,60,2,3,2,2,3,1,1,4,1
1,53,2,5,6,4,3,5,2,1,1
1,41,2,2,3,3,3,2,3,2,1
2,53,5,5,6,6,6,4,4,2,2
2,37,3,4,3,3,4,3,3,3,2
2,51,5,4,5,5,3,3,2,3,1
1,45,2,2,3,1,3,2,3,2,2
2,45,4,5,5,5,4,3,4,3,2
1,36,2,2,1,2,1,1,1,1,1
1,43,5,4,3,5,5,3,3,1,1
2,39,5,3,1,6,1,1,2,1,1
2,47,4,4,5,6,1,1,1,1,1
1,49,6,6,6,6,5,5,5,1,1
1,42,2,1,1,1,1,2,1,1,1
1,57,2,1,1,1,1,2,1,1,1
2,29,1,1,2,2,1,3,2,3,1
1,27,1,2,1,2,1,3,3,3,1
1,26,3,2,1,2,2,2,2,3,1
